,gradyear,gender,age,cute,shopping,Cluster
3023,2009.0,Female,16.0,1.0,5.0,5
3024,2009.0,Male,16.0,0.0,0.0,1
3025,2006.0,Female,19.0,0.0,1.0,3
3026,2007.0,Male,17.0,0.0,0.0,1
3027,2006.0,Female,19.0,0.0,2.0,3
3029,2007.9999999999998,Female,16.0,1.0,1.0,5
3030,2009.0,Female,16.0,0.0,0.0,5
3031,2007.9999999999998,Female,16.0,0.0,1.0,5
3034,2006.0,Female,18.0,0.0,0.0,3
3035,2009.0,Female,16.0,1.0,0.0,5
3036,2006.0,Female,18.0,1.0,0.0,3
3038,2007.9999999999998,Female,16.0,0.0,1.0,5
3041,2006.0,Male,18.0,1.0,1.0,4
3043,2009.0,Male,16.0,0.0,0.0,1
3044,2006.0,Female,17.0,1.0,0.0,2
3047,2006.0,Female,18.0,0.0,0.0,3
3051,2006.0,Male,18.0,0.0,2.0,4
3053,2007.0,Female,17.0,0.0,1.0,2
3055,2007.9999999999998,Female,17.0,0.0,1.0,2
3056,2007.0,Male,17.0,0.0,0.0,1
3057,2007.9999999999998,Female,16.0,0.0,0.0,5
3060,2007.9999999999998,Male,16.0,0.0,0.0,1
3061,2007.9999999999998,Female,16.0,0.0,1.0,5
3063,2006.0,Female,19.0,0.0,2.0,3
3068,2009.0,Female,16.0,0.0,0.0,5
3069,2009.0,Female,16.0,0.0,1.0,5
3073,2006.0,Female,18.0,0.0,1.0,3
3076,2006.0,Female,19.0,0.0,1.0,3
3077,2006.0,Female,18.0,1.0,1.0,3
3078,2007.9999999999998,Female,16.0,0.0,0.0,5
3079,2007.9999999999998,Male,16.0,0.0,0.0,1
3080,2007.0,Female,17.0,0.0,1.0,2
3081,2007.0,Female,17.0,0.0,0.0,2
3082,2007.9999999999998,Male,16.0,0.0,0.0,1
3083,2006.0,Female,19.0,3.0,1.0,3
3084,2006.0,Female,19.0,1.0,1.0,3
3085,2006.0,Female,18.0,0.0,0.0,3
3086,2006.0,Male,18.0,0.0,0.0,4
3087,2007.9999999999998,Female,16.0,0.0,0.0,5
3090,2006.0,Female,18.0,1.0,0.0,3
3091,2007.9999999999998,Female,17.0,0.0,0.0,2
3093,2007.0,Male,17.0,0.0,0.0,1
3094,2007.0,Female,18.0,0.0,0.0,3
3095,2007.9999999999998,Female,16.0,0.0,0.0,5
3096,2007.9999999999998,Female,17.0,0.0,0.0,2
3098,2009.0,Male,16.0,0.0,0.0,1
3102,2007.9999999999998,Female,16.0,0.0,0.0,5
3103,2007.0,Female,17.0,0.0,0.0,2
3104,2009.0,Female,16.0,0.0,0.0,5
3108,2007.9999999999998,Female,16.0,0.0,0.0,5
3109,2007.9999999999998,Female,19.0,0.0,0.0,2
3111,2007.0,Female,18.0,0.0,1.0,3
3112,2007.0,Female,17.0,0.0,0.0,2
3113,2007.9999999999998,Female,16.0,0.0,0.0,5
3117,2006.0,Male,18.0,0.0,0.0,4
3119,2006.0,Female,18.0,2.0,0.0,3
3121,2007.9999999999998,Male,16.0,0.0,0.0,1
3123,2007.0,Female,18.0,1.0,1.0,3
3128,2007.9999999999998,Female,17.0,0.0,0.0,2
3131,2006.0,Male,18.0,0.0,0.0,4
3135,2009.0,Male,16.0,0.0,0.0,1
3136,2007.9999999999998,Female,16.0,1.0,1.0,5
3138,2007.9999999999998,Female,17.0,0.0,0.0,2
3139,2007.0,Female,17.0,0.0,0.0,2
3140,2007.0,Female,17.0,2.0,1.0,2
3141,2007.0,Female,17.0,0.0,0.0,2
3146,2009.0,Female,16.0,0.0,0.0,5
3147,2006.0,Female,18.0,0.0,0.0,3
3148,2009.0,Male,16.0,0.0,0.0,1
3149,2007.9999999999998,Female,16.0,0.0,0.0,5
3152,2006.0,Female,18.0,0.0,0.0,3
3154,2006.0,Female,18.0,0.0,0.0,3
3155,2007.0,Male,17.0,0.0,0.0,1
3156,2006.0,Female,18.0,0.0,0.0,3
3160,2007.0,Female,18.0,0.0,0.0,3
3163,2007.0,Female,18.0,0.0,0.0,3
3164,2007.9999999999998,Male,17.0,0.0,0.0,1
3165,2009.0,Female,16.0,0.0,0.0,5
3166,2007.9999999999998,Female,17.0,1.0,0.0,2
3168,2007.0,Female,17.0,0.0,0.0,2
3171,2006.0,Female,18.0,0.0,1.0,3
3175,2006.0,Female,18.0,1.0,0.0,3
3176,2007.0,Female,19.0,0.0,1.0,3
3177,2009.0,Male,16.0,0.0,0.0,1
3180,2006.0,Female,18.0,0.0,0.0,3
3182,2007.9999999999998,Female,16.0,0.0,0.0,5
3184,2006.0,Female,19.0,0.0,0.0,3
3186,2007.9999999999998,Female,16.0,0.0,0.0,5
3187,2007.9999999999998,Female,16.0,3.0,0.0,5
3188,2007.0,Female,17.0,0.0,0.0,2
3192,2006.0,Female,18.0,0.0,0.0,3
3193,2006.0,Female,16.0,0.0,0.0,2
3194,2007.9999999999998,Female,16.0,0.0,0.0,5
3195,2006.0,Female,19.0,0.0,0.0,3
3196,2007.0,Female,17.0,0.0,0.0,2
3203,2006.0,Male,18.0,1.0,1.0,4
3204,2007.9999999999998,Female,17.0,1.0,2.0,2
3207,2007.9999999999998,Female,16.0,1.0,1.0,5
3208,2007.0,Female,17.0,1.0,1.0,2
3209,2007.0,Male,17.0,1.0,1.0,1
3210,2006.0,Male,18.0,0.0,0.0,4
3211,2006.0,Female,18.0,0.0,0.0,3
3212,2009.0,Male,16.0,0.0,0.0,1
3215,2007.9999999999998,Female,17.0,4.0,0.0,2
3220,2007.0,Female,17.0,4.0,2.0,2
3221,2007.9999999999998,Male,17.0,0.0,0.0,1
3225,2006.0,Female,18.0,1.0,0.0,3
3227,2007.0,Female,17.0,0.0,0.0,2
3229,2009.0,Male,17.0,0.0,0.0,1
3230,2007.0,Female,17.0,0.0,0.0,2
3231,2007.0,Female,17.0,0.0,0.0,2
3232,2007.0,Male,18.0,0.0,0.0,4
3237,2007.9999999999998,Female,16.0,1.0,1.0,5
3241,2009.0,Female,16.0,0.0,0.0,5
3242,2007.0,Female,18.0,0.0,0.0,3
3243,2006.0,Male,18.0,0.0,0.0,4
3244,2007.9999999999998,Female,16.0,0.0,0.0,5
3245,2007.9999999999998,Female,16.0,0.0,0.0,5
3246,2007.0,Female,17.0,1.0,0.0,2
3247,2007.9999999999998,Female,16.0,0.0,0.0,5
3248,2006.0,Female,18.0,0.0,0.0,3
3250,2007.9999999999998,Female,16.0,0.0,0.0,5
3251,2007.0,Female,17.0,0.0,1.0,2
3252,2006.0,Female,18.0,0.0,0.0,3
3253,2009.0,Female,16.0,0.0,0.0,5
3254,2007.9999999999998,Female,16.0,0.0,1.0,5
3256,2007.9999999999998,Female,16.0,0.0,2.0,5
3258,2007.0,Male,18.0,0.0,0.0,4
3263,2007.0,Female,16.0,1.0,0.0,2
3266,2007.9999999999998,Female,17.0,0.0,0.0,2
3268,2009.0,Female,16.0,0.0,0.0,5
3271,2007.9999999999998,Female,16.0,0.0,0.0,5
3274,2007.0,Female,17.0,0.0,1.0,2
3275,2007.0,Male,18.0,0.0,0.0,4
3277,2007.0,Female,17.0,0.0,0.0,2
3278,2007.0,Female,17.0,1.0,0.0,2
3280,2007.9999999999998,Female,16.0,1.0,0.0,5
3282,2006.0,Female,19.0,0.0,0.0,3
3283,2007.0,Female,18.0,0.0,1.0,3
3285,2009.0,Female,16.0,0.0,0.0,5
3288,2006.0,Female,18.0,0.0,0.0,3
3291,2007.9999999999998,Female,16.0,0.0,1.0,5
3293,2007.0,Female,17.0,0.0,0.0,2
3294,2006.0,Female,18.0,0.0,0.0,3
3296,2007.9999999999998,Female,16.0,0.0,0.0,5
3297,2007.0,Female,18.0,1.0,0.0,3
3300,2006.0,Female,18.0,1.0,0.0,3
3301,2007.9999999999998,Female,16.0,0.0,0.0,5
3302,2007.0,Female,17.0,0.0,1.0,2
3308,2007.0,Female,17.0,0.0,0.0,2
3309,2007.9999999999998,Female,17.0,1.0,1.0,2
3310,2007.9999999999998,Female,16.0,0.0,0.0,5
3311,2007.9999999999998,Female,16.0,0.0,1.0,5
3312,2006.0,Female,18.0,0.0,0.0,3
3313,2009.0,Female,16.0,0.0,0.0,5
3314,2007.0,Female,18.0,1.0,0.0,3
3315,2007.9999999999998,Male,16.0,0.0,1.0,1
3319,2007.0,Female,17.0,0.0,0.0,2
3320,2006.0,Male,18.0,0.0,0.0,4
3321,2009.0,Female,16.0,0.0,0.0,5
3322,2007.0,Female,17.0,1.0,1.0,2
3325,2006.0,Female,18.0,3.0,0.0,3
3326,2006.0,Female,18.0,0.0,0.0,3
3328,2006.0,Male,19.0,0.0,0.0,4
3330,2007.9999999999998,Female,16.0,0.0,1.0,5
3331,2009.0,Female,16.0,0.0,0.0,5
3332,2006.0,Female,18.0,0.0,0.0,3
3333,2006.0,Male,19.0,0.0,0.0,4
3334,2006.0,Female,19.0,2.0,1.0,3
3335,2009.0,Female,16.0,0.0,0.0,5
3336,2007.9999999999998,Male,16.0,0.0,0.0,1
3338,2007.9999999999998,Female,16.0,0.0,0.0,5
3340,2006.0,Female,17.0,0.0,0.0,2
3341,2007.0,Male,18.0,0.0,0.0,4
3346,2009.0,Female,16.0,0.0,0.0,5
3347,2007.0,Male,17.0,0.0,1.0,1
3349,2009.0,Female,16.0,0.0,0.0,5
3350,2007.0,Female,17.0,0.0,0.0,2
3351,2007.9999999999998,Female,16.0,0.0,0.0,5
3353,2006.0,Female,18.0,1.0,0.0,3
3354,2009.0,Male,16.0,0.0,0.0,1
3357,2007.0,Female,17.0,0.0,2.0,2
3358,2007.9999999999998,Female,17.0,0.0,0.0,2
3359,2006.0,Female,18.0,0.0,0.0,3
3360,2007.9999999999998,Female,16.0,0.0,0.0,5
3361,2009.0,Male,16.0,0.0,0.0,1
3362,2006.0,Female,18.0,0.0,1.0,3
3363,2007.9999999999998,Female,16.0,0.0,0.0,5
3364,2007.9999999999998,Male,16.0,0.0,0.0,1
3365,2007.9999999999998,Female,16.0,0.0,0.0,5
3367,2006.0,Male,19.0,0.0,0.0,4
3368,2007.0,Female,17.0,0.0,1.0,2
3369,2006.0,Female,18.0,0.0,0.0,3
3370,2006.0,Female,18.0,1.0,2.0,3
3375,2007.0,Male,17.0,0.0,0.0,1
3377,2007.0,Female,17.0,0.0,1.0,2
3378,2007.9999999999998,Female,16.0,0.0,1.0,5
3379,2007.9999999999998,Female,17.0,1.0,0.0,2
3380,2007.9999999999998,Female,16.0,1.0,0.0,5
3382,2006.0,Female,18.0,0.0,1.0,3
3384,2007.9999999999998,Female,16.0,0.0,0.0,5
3385,2007.0,Female,17.0,0.0,1.0,2
3386,2007.0,Female,17.0,0.0,0.0,2
3387,2007.9999999999998,Female,17.0,1.0,0.0,2
3388,2006.0,Female,18.0,0.0,0.0,3
3397,2007.0,Male,17.0,0.0,0.0,1
3400,2007.9999999999998,Female,17.0,0.0,0.0,2
3402,2007.0,Female,17.0,0.0,1.0,2
3403,2007.0,Female,17.0,1.0,0.0,2
3404,2006.0,Female,17.0,0.0,0.0,2
3406,2007.9999999999998,Male,16.0,0.0,0.0,1
3407,2006.0,Female,18.0,0.0,0.0,3
3409,2006.0,Female,18.0,1.0,0.0,3
3414,2006.0,Female,19.0,1.0,0.0,3
3415,2007.9999999999998,Male,17.0,0.0,0.0,1
3418,2007.0,Male,17.0,0.0,0.0,1
3419,2007.9999999999998,Female,17.0,0.0,0.0,2
3422,2007.0,Female,17.0,0.0,1.0,2
3425,2006.0,Female,18.0,0.0,1.0,3
3426,2007.9999999999998,Female,16.0,0.0,0.0,5
3427,2006.0,Male,19.0,0.0,0.0,4
3428,2009.0,Female,16.0,1.0,1.0,5
3431,2007.9999999999998,Female,16.0,0.0,0.0,5
3432,2007.0,Female,17.0,0.0,0.0,2
3434,2007.9999999999998,Female,16.0,0.0,1.0,5
3436,2006.0,Female,18.0,0.0,0.0,3
3437,2007.9999999999998,Male,17.0,0.0,0.0,1
3438,2006.0,Female,19.0,0.0,1.0,3
3443,2006.0,Female,18.0,0.0,0.0,3
3444,2007.9999999999998,Female,16.0,0.0,0.0,5
3447,2007.0,Female,17.0,0.0,0.0,2
3455,2007.0,Female,17.0,0.0,0.0,2
3458,2009.0,Female,16.0,0.0,0.0,5
3460,2007.0,Female,17.0,2.0,1.0,2
3467,2007.9999999999998,Female,17.0,0.0,0.0,2
3468,2007.0,Female,18.0,0.0,0.0,3
3470,2007.9999999999998,Female,17.0,0.0,0.0,2
3473,2007.0,Female,17.0,0.0,0.0,2
3475,2007.9999999999998,Female,16.0,0.0,0.0,5
3476,2007.0,Female,17.0,0.0,1.0,2
3477,2006.0,Female,18.0,0.0,0.0,3
3479,2006.0,Female,18.0,0.0,0.0,3
3481,2006.0,Female,18.0,0.0,0.0,3
3482,2009.0,Female,16.0,0.0,1.0,5
3484,2007.0,Female,17.0,0.0,1.0,2
3485,2007.0,Female,17.0,0.0,0.0,2
3486,2007.0,Female,17.0,0.0,0.0,2
3489,2006.0,Female,18.0,0.0,0.0,3
3490,2006.0,Female,19.0,0.0,0.0,3
3491,2006.0,Male,18.0,0.0,0.0,4
3495,2006.0,Female,18.0,1.0,0.0,3
3499,2006.0,Female,18.0,2.0,0.0,3
3501,2006.0,Female,19.0,0.0,0.0,3
3502,2007.9999999999998,Female,17.0,0.0,0.0,2
3506,2006.0,Female,19.0,0.0,0.0,3
3507,2006.0,Female,18.0,0.0,1.0,3
3508,2006.0,Male,19.0,2.0,0.0,4
3509,2007.9999999999998,Female,16.0,0.0,0.0,5
3510,2007.0,Female,17.0,0.0,0.0,2
3512,2007.9999999999998,Female,17.0,1.0,0.0,2
3513,2006.0,Male,18.0,0.0,0.0,4
3514,2007.9999999999998,Female,16.0,0.0,0.0,5
3515,2006.0,Female,18.0,0.0,0.0,3
3517,2007.0,Female,17.0,0.0,2.0,2
3519,2006.0,Male,18.0,0.0,0.0,4
3520,2009.0,Female,16.0,1.0,0.0,5
3523,2009.0,Female,16.0,0.0,0.0,5
3524,2007.0,Male,17.0,0.0,0.0,1
3526,2007.0,Female,18.0,0.0,0.0,3
3527,2006.0,Female,18.0,1.0,0.0,3
3528,2007.9999999999998,Female,16.0,0.0,0.0,5
3531,2006.0,Male,19.0,1.0,0.0,4
3532,2007.0,Male,17.0,0.0,0.0,1
3534,2007.0,Female,18.0,0.0,0.0,3
3535,2009.0,Female,16.0,0.0,1.0,5
3538,2007.9999999999998,Female,16.0,0.0,0.0,5
3539,2006.0,Male,19.0,0.0,0.0,4
3541,2007.9999999999998,Female,16.0,1.0,0.0,5
3542,2007.0,Female,17.0,0.0,0.0,2
3543,2007.9999999999998,Female,16.0,0.0,0.0,5
3544,2007.0,Female,17.0,0.0,0.0,2
3545,2007.0,Male,17.0,0.0,0.0,1
3547,2007.0,Female,17.0,0.0,0.0,2
3552,2006.0,Female,18.0,0.0,2.0,3
3555,2009.0,Female,16.0,0.0,0.0,5
3557,2007.0,Female,18.0,0.0,4.0,3
3558,2009.0,Female,16.0,0.0,0.0,5
3560,2007.0,Female,17.0,0.0,0.0,2
3561,2007.9999999999998,Male,16.0,0.0,0.0,1
3562,2007.0,Female,17.0,0.0,0.0,2
3564,2006.0,Male,19.0,0.0,0.0,4
3565,2006.0,Female,18.0,0.0,0.0,3
3566,2006.0,Female,18.0,0.0,0.0,3
3567,2006.0,Female,18.0,0.0,0.0,3
3568,2006.0,Female,18.0,0.0,0.0,3
3573,2007.9999999999998,Male,16.0,0.0,0.0,1
3574,2006.0,Male,18.0,0.0,0.0,4
3576,2007.9999999999998,Female,17.0,0.0,0.0,2
3577,2006.0,Male,18.0,0.0,0.0,4
3578,2007.9999999999998,Female,17.0,0.0,0.0,2
3579,2007.9999999999998,Female,16.0,0.0,0.0,5
3581,2007.9999999999998,Female,16.0,0.0,0.0,5
3582,2007.0,Male,18.0,0.0,0.0,4
3585,2006.0,Female,18.0,2.0,0.0,3
3586,2007.0,Female,17.0,0.0,0.0,2
3587,2007.9999999999998,Female,16.0,2.0,1.0,5
3588,2006.0,Female,18.0,0.0,0.0,3
3590,2009.0,Female,16.0,0.0,0.0,5
3593,2006.0,Female,18.0,1.0,0.0,3
3594,2007.9999999999998,Female,16.0,0.0,0.0,5
3595,2006.0,Male,18.0,0.0,0.0,4
3596,2007.9999999999998,Female,16.0,1.0,0.0,5
3597,2007.9999999999998,Female,16.0,1.0,0.0,5
3599,2007.9999999999998,Female,16.0,1.0,0.0,5
3603,2007.0,Male,18.0,0.0,0.0,4
3605,2007.9999999999998,Female,16.0,0.0,1.0,5
3607,2007.9999999999998,Female,17.0,0.0,1.0,2
3608,2007.0,Female,17.0,0.0,1.0,2
3609,2007.9999999999998,Female,16.0,0.0,0.0,5
3611,2007.9999999999998,Female,17.0,0.0,0.0,2
3612,2009.0,Male,16.0,0.0,1.0,1
3613,2006.0,Female,18.0,1.0,0.0,3
3614,2006.0,Male,19.0,0.0,0.0,4
3615,2007.9999999999998,Female,16.0,1.0,0.0,5
3616,2006.0,Female,18.0,0.0,1.0,3
3618,2007.0,Male,17.0,0.0,0.0,1
3620,2007.9999999999998,Male,16.0,1.0,0.0,1
3624,2006.0,Female,18.0,0.0,0.0,3
3625,2007.9999999999998,Female,19.0,0.0,1.0,2
3626,2007.9999999999998,Female,16.0,0.0,0.0,5
3627,2007.0,Male,17.0,0.0,0.0,1
3629,2006.0,Female,18.0,0.0,0.0,3
3630,2006.0,Male,19.0,0.0,0.0,4
3634,2006.0,Female,18.0,0.0,0.0,3
3635,2009.0,Male,16.0,0.0,0.0,1
3636,2007.9999999999998,Female,16.0,0.0,0.0,5
3637,2006.0,Female,18.0,0.0,0.0,3
3638,2006.0,Male,19.0,0.0,0.0,4
3640,2006.0,Female,18.0,0.0,0.0,3
3641,2007.9999999999998,Female,16.0,0.0,0.0,5
3647,2007.9999999999998,Female,17.0,1.0,0.0,2
3649,2006.0,Female,18.0,0.0,0.0,3
3650,2007.9999999999998,Male,16.0,0.0,0.0,1
3651,2007.0,Female,17.0,0.0,0.0,2
3652,2006.0,Female,19.0,1.0,0.0,3
3654,2006.0,Female,19.0,2.0,0.0,3
3655,2006.0,Female,18.0,0.0,0.0,3
3657,2006.0,Female,18.0,0.0,0.0,3
3658,2006.0,Female,19.0,1.0,1.0,3
3660,2007.9999999999998,Female,16.0,0.0,0.0,5
3664,2007.9999999999998,Female,16.0,0.0,1.0,5
3666,2007.0,Female,17.0,0.0,0.0,2
3667,2009.0,Female,16.0,0.0,1.0,5
3669,2006.0,Female,18.0,0.0,1.0,3
3670,2006.0,Female,19.0,0.0,0.0,3
3673,2006.0,Female,18.0,0.0,0.0,3
3675,2007.9999999999998,Female,16.0,0.0,0.0,5
3677,2006.0,Female,19.0,1.0,1.0,3
3678,2006.0,Female,19.0,0.0,0.0,3
3680,2006.0,Female,18.0,0.0,0.0,3
3683,2007.0,Female,17.0,1.0,1.0,2
3684,2006.0,Male,18.0,0.0,0.0,4
3685,2007.9999999999998,Male,17.0,1.0,0.0,1
3686,2007.9999999999998,Female,17.0,0.0,0.0,2
3688,2007.9999999999998,Female,16.0,1.0,0.0,5
3689,2007.9999999999998,Female,16.0,0.0,1.0,5
3694,2007.0,Female,17.0,2.0,0.0,2
3695,2006.0,Female,18.0,0.0,1.0,3
3699,2006.0,Female,18.0,0.0,0.0,3
3702,2006.0,Female,18.0,0.0,0.0,3
3705,2007.0,Female,17.0,0.0,0.0,2
3708,2007.9999999999998,Female,16.0,0.0,0.0,5
3709,2006.0,Female,19.0,0.0,0.0,3
3711,2007.9999999999998,Male,17.0,0.0,0.0,1
3712,2007.9999999999998,Female,16.0,1.0,1.0,5
3713,2006.0,Male,18.0,0.0,1.0,4
3715,2007.9999999999998,Female,16.0,2.0,1.0,5
3716,2007.0,Female,18.0,0.0,1.0,3
3720,2006.0,Female,18.0,0.0,0.0,3
3725,2007.0,Female,17.0,0.0,0.0,2
3726,2007.9999999999998,Female,16.0,0.0,1.0,5
3727,2009.0,Male,16.0,0.0,0.0,1
3728,2007.0,Male,17.0,0.0,0.0,1
3729,2007.9999999999998,Female,16.0,0.0,0.0,5
3730,2007.0,Female,17.0,1.0,0.0,2
3731,2006.0,Female,18.0,0.0,1.0,3
3732,2009.0,Male,16.0,0.0,0.0,1
3733,2007.9999999999998,Male,17.0,0.0,0.0,1
3737,2006.0,Female,16.0,0.0,0.0,2
3741,2007.9999999999998,Female,17.0,0.0,0.0,2
3742,2009.0,Female,16.0,3.0,1.0,5
3743,2006.0,Female,19.0,0.0,0.0,3
3744,2006.0,Female,18.0,0.0,0.0,3
3745,2007.0,Female,17.0,1.0,0.0,2
3746,2007.0,Male,17.0,0.0,0.0,1
3748,2009.0,Male,16.0,0.0,0.0,1
3750,2006.0,Male,18.0,0.0,0.0,4
3751,2009.0,Female,16.0,0.0,1.0,5
3752,2007.9999999999998,Female,16.0,1.0,0.0,5
3753,2007.9999999999998,Female,16.0,0.0,0.0,5
3754,2007.0,Female,17.0,2.0,1.0,2
3755,2006.0,Female,18.0,1.0,0.0,3
3756,2007.9999999999998,Female,16.0,0.0,0.0,5
3758,2006.0,Female,18.0,0.0,1.0,3
3759,2006.0,Female,18.0,0.0,0.0,3
3760,2006.0,Female,19.0,0.0,0.0,3
3761,2006.0,Female,18.0,0.0,0.0,3
3763,2006.0,Female,18.0,0.0,0.0,3
3765,2009.0,Male,16.0,0.0,0.0,1
3766,2006.0,Male,19.0,0.0,0.0,4
3767,2009.0,Female,16.0,0.0,0.0,5
3769,2007.0,Male,17.0,0.0,0.0,1
3770,2007.0,Female,17.0,0.0,0.0,2
3771,2007.9999999999998,Female,16.0,0.0,0.0,5
3774,2007.9999999999998,Female,16.0,1.0,0.0,5
3775,2009.0,Male,16.0,0.0,0.0,1
3778,2006.0,Female,18.0,0.0,0.0,3
3781,2007.0,Female,17.0,3.0,5.0,2
3785,2006.0,Male,18.0,0.0,0.0,4
3786,2009.0,Female,16.0,0.0,2.0,5
3787,2007.0,Female,17.0,0.0,0.0,2
3788,2006.0,Female,19.0,1.0,1.0,3
3789,2007.0,Female,18.0,0.0,0.0,3
3793,2006.0,Female,18.0,0.0,0.0,3
3794,2007.9999999999998,Female,16.0,0.0,0.0,5
3796,2007.0,Female,17.0,0.0,0.0,2
3797,2007.9999999999998,Female,17.0,0.0,0.0,2
3804,2007.0,Female,17.0,0.0,0.0,2
3806,2007.9999999999998,Female,18.0,1.0,0.0,2
3808,2007.9999999999998,Female,16.0,0.0,1.0,5
3810,2007.0,Male,18.0,0.0,0.0,4
3812,2009.0,Male,16.0,0.0,0.0,1
3815,2007.0,Female,18.0,0.0,1.0,3
3816,2006.0,Female,18.0,1.0,0.0,3
3817,2007.9999999999998,Female,16.0,1.0,0.0,5
3819,2007.0,Male,18.0,0.0,0.0,4
3820,2007.9999999999998,Female,16.0,0.0,1.0,5
3821,2006.0,Male,18.0,0.0,0.0,4
3822,2006.0,Female,18.0,0.0,2.0,3
3823,2006.0,Female,18.0,0.0,0.0,3
3826,2007.0,Male,17.0,0.0,0.0,1
3827,2007.9999999999998,Female,16.0,0.0,0.0,5
3828,2006.0,Female,18.0,0.0,0.0,3
3829,2007.0,Female,17.0,1.0,0.0,2
3832,2007.0,Male,17.0,0.0,0.0,1
3833,2007.0,Male,17.0,0.0,0.0,1
3834,2006.0,Male,18.0,0.0,0.0,4
3835,2007.0,Female,17.0,0.0,0.0,2
3837,2007.0,Female,17.0,0.0,1.0,2
3839,2006.0,Male,18.0,0.0,0.0,4
3840,2007.9999999999998,Male,16.0,0.0,0.0,1
3841,2009.0,Female,16.0,2.0,2.0,5
3843,2006.0,Female,18.0,0.0,0.0,3
3844,2006.0,Female,18.0,0.0,0.0,3
3847,2006.0,Female,18.0,0.0,0.0,3
3849,2006.0,Female,18.0,4.0,0.0,3
3850,2006.0,Female,18.0,0.0,0.0,3
3852,2006.0,Female,18.0,0.0,0.0,3
3853,2007.0,Female,18.0,1.0,0.0,3
3856,2007.0,Female,17.0,0.0,0.0,2
3857,2006.0,Female,17.0,0.0,2.0,2
3858,2006.0,Female,18.0,0.0,0.0,3
3859,2007.9999999999998,Female,16.0,0.0,0.0,5
3861,2006.0,Female,18.0,0.0,1.0,3
3862,2007.0,Female,17.0,0.0,0.0,2
3863,2007.0,Male,17.0,0.0,0.0,1
3865,2007.0,Female,18.0,0.0,0.0,3
3866,2006.0,Female,18.0,0.0,0.0,3
3867,2007.0,Male,17.0,0.0,0.0,1
3868,2007.9999999999998,Male,16.0,0.0,0.0,1
3869,2007.9999999999998,Female,16.0,1.0,0.0,5
3870,2007.0,Female,17.0,0.0,0.0,2
3872,2007.0,Female,17.0,0.0,0.0,2
3873,2007.0,Male,17.0,0.0,0.0,1
3877,2007.9999999999998,Female,17.0,0.0,1.0,2
3878,2009.0,Female,16.0,0.0,0.0,5
3881,2006.0,Female,18.0,0.0,0.0,3
3882,2009.0,Female,16.0,0.0,0.0,5
3883,2006.0,Female,18.0,0.0,0.0,3
3885,2007.9999999999998,Male,16.0,0.0,0.0,1
3886,2007.0,Female,17.0,0.0,0.0,2
3887,2006.0,Male,18.0,0.0,0.0,4
3888,2006.0,Female,18.0,1.0,1.0,3
3889,2007.9999999999998,Female,16.0,1.0,1.0,5
3890,2007.0,Female,17.0,0.0,2.0,2
3891,2007.9999999999998,Female,16.0,1.0,0.0,5
3892,2007.0,Male,17.0,0.0,0.0,1
3893,2006.0,Male,18.0,0.0,0.0,4
3894,2007.9999999999998,Female,16.0,0.0,0.0,5
3895,2007.0,Male,17.0,0.0,0.0,1
3896,2007.9999999999998,Male,16.0,0.0,0.0,1
3897,2006.0,Male,18.0,0.0,0.0,4
3898,2006.0,Female,18.0,0.0,2.0,3
3900,2007.0,Female,16.0,0.0,0.0,2
3903,2007.0,Female,17.0,0.0,0.0,2
3905,2007.9999999999998,Female,16.0,0.0,0.0,5
3906,2007.9999999999998,Female,16.0,0.0,0.0,5
3909,2007.0,Female,17.0,0.0,1.0,2
3910,2009.0,Male,16.0,0.0,0.0,1
3911,2007.9999999999998,Female,16.0,0.0,0.0,5
3913,2007.9999999999998,Male,16.0,0.0,0.0,1
3917,2007.9999999999998,Female,17.0,0.0,0.0,2
3918,2007.0,Female,17.0,0.0,1.0,2
3919,2007.0,Female,17.0,3.0,2.9999999999999996,2
3921,2007.9999999999998,Female,16.0,1.0,0.0,5
3922,2007.9999999999998,Female,17.0,0.0,0.0,2
3923,2007.9999999999998,Female,16.0,1.0,0.0,5
3924,2009.0,Female,16.0,0.0,0.0,5
3926,2007.9999999999998,Female,16.0,0.0,0.0,5
3927,2009.0,Female,18.0,0.0,0.0,2
3929,2007.0,Female,18.0,0.0,0.0,3
3931,2009.0,Female,16.0,0.0,0.0,5
3937,2009.0,Female,19.0,0.0,0.0,2
3939,2006.0,Female,18.0,0.0,1.0,3
3940,2006.0,Female,18.0,0.0,0.0,3
3941,2007.0,Male,17.0,0.0,0.0,1
3942,2007.0,Female,17.0,0.0,1.0,2
3943,2009.0,Female,16.0,0.0,0.0,5
3945,2006.0,Female,19.0,1.0,1.0,3
3947,2007.0,Female,18.0,0.0,0.0,3
3948,2007.9999999999998,Female,17.0,0.0,0.0,2
3949,2007.9999999999998,Female,17.0,0.0,0.0,2
3953,2007.0,Female,18.0,0.0,0.0,3
3954,2007.0,Female,17.0,3.0,2.9999999999999996,2
3956,2006.0,Male,18.0,0.0,0.0,4
3958,2009.0,Male,16.0,0.0,0.0,1
3960,2006.0,Female,18.0,6.0,0.0,3
3963,2007.0,Female,17.0,1.0,1.0,2
3964,2007.0,Male,17.0,0.0,0.0,1
3966,2007.0,Male,17.0,0.0,0.0,1
3967,2007.0,Female,17.0,0.0,1.0,2
3969,2006.0,Female,17.0,0.0,0.0,2
3973,2007.9999999999998,Female,16.0,3.0,0.0,5
